FIRST FIT FIND
time	util
0	0.990339
1	0.70494
2	0.903867
3	0.289071
4	0.5231
5	0.760565
6	0.929268
7	0.336828
8	0.642547
9	0.817004
10	0.948269
11	0.446201
12	0.6699
13	0.823293
14	0.93931
15	0.349465
